,Distributor,Product Name,Sales
4956,Romaguera-Fay  ,Secrelazine Insonamic,938288.0
994,Daugherty-Rempel  ,Alemtuvatol Megalinum,937750.0
6027,Welch-Langworth ,Paronium Atracustone,937710.0
2870,Kozey-Emmerich ,Lansopril Acribax,937260.0
6099,Welch-Langworth ,Zyvance,935731.0
6079,Welch-Langworth ,Topifribrate,935226.0
6070,Welch-Langworth ,Temasone Thiobucil,935080.0
568,Cassin  ,Cyclovital,934260.0
1443,Erdman  ,Zynosine,933880.0
204,Beier  ,Decidenu Galantrigine,931020.0
1170,Daugherty-Rempel  ,Symbisine Prednimadin,930240.0
2770,Kozey-Emmerich ,Ampinonide,928760.0
5542,Smith Inc ,Nisorase,924729.0
5867,Welch-Langworth ,Aciprex,917780.0
219,Beier  ,Eproline,912600.0
5507,Smith Inc ,Insozyme,912415.0
1017,Daugherty-Rempel  ,Araxetine,912150.0
1764,Gleason   ,Cordamectin Actolamin,910160.0
5665,Stehr-Champlin  ,Angioparin Brimosumab,909106.0
4532,Rohan and Sons  ,Acubulin,906500.0
498,Cassin  ,Adalatamine,905160.0
1223,Erdman  ,Afaxacin,905040.0
2912,Kozey-Emmerich ,Ranediol,894631.0
5906,Welch-Langworth ,Antaparin Varizyme,894159.0
4784,Romaguera-Fay  ,Afretosine,893648.0
5459,Smith Inc ,Cordamectin Actolamin,893645.0
4745,Rohan and Sons  ,Tracdomide,893240.0
233,Beier  ,Ganineva Agenium,891930.0
5800,Stehr-Champlin  ,Pulmofine,891648.0
4031,Prohaska-Kuhic ,Ketamara Evogel,888448.0
215,Beier  ,Duraprazole Agalsixolol,882750.0
45,Bashirian-Kassulke  ,Effidomide Evofribrate,881280.0
2788,Kozey-Emmerich ,Benzoprox,879264.0
1830,Gleason   ,Malaxolol Aeroprosyn,876492.0
1546,Gerlach LLC ,Enzastryl,875238.0
4512,Rohan   ,Vibratosine Alemtrace,874519.0
1335,Erdman  ,Interfestar,874510.0
4742,Rohan and Sons  ,Topifribrate,874368.0
4723,Rohan and Sons  ,Spiroderall,870449.0
146,Beier  ,Alemtuvatol Megalinum,870232.0
4010,Prohaska-Kuhic ,Flutacerol,869415.0
6063,Welch-Langworth ,Sumanazole,869147.0
1116,Daugherty-Rempel  ,Magneprex,866932.0
5744,Stehr-Champlin  ,Imiderm Vibranovate,866580.0
113,Bashirian-Kassulke  ,Vibratosine Alemtrace,866180.0
3309,Lindgren-Simonis Pharm,Cephovelam,866116.0
5723,Stehr-Champlin  ,Epzipitant,865136.0
6014,Welch-Langworth ,Megenorphine,863496.0
4681,Rohan and Sons  ,Microroban Afatigomar,863268.0
2091,Gottlieb-Cruickshank  ,Propratecan,862730.0
1186,Daugherty-Rempel  ,Topitaine,861322.0
4597,Rohan and Sons  ,Clindaracil,860848.0
5894,Welch-Langworth ,Allomenda,860529.0
3829,Nader-Gaylord  ,Lovepion,859520.0
495,Cassin  ,Acubulin,858970.0
5509,Smith Inc ,Interfeferon Aspipex,856128.0
5930,Welch-Langworth ,Choriotrisin,855177.0
5945,Welch-Langworth ,Darlofen,853383.0
3681,Lockman  ,Sucprine Specbalamin,852670.0
5799,Stehr-Champlin  ,Pulmodiol Adalaxime,851235.0
316,Beier  ,Solasteride,850720.0
4036,Prohaska-Kuhic ,Kiovax Tercorolac,849794.0
3658,Lockman  ,Propratecan,849772.0
1277,Erdman  ,Claricriptine Adaferol,845097.0
183,Beier  ,Cephovelam,843352.0
5798,Stehr-Champlin  ,Propratecan,842952.0
167,Beier  ,Apronazol,841576.0
4568,Rohan and Sons  ,Angioparin Brimosumab,840906.0
4886,Romaguera-Fay  ,Imiformin Transmunex,838400.0
5849,Stehr-Champlin  ,Vibratosine Alemtrace,836859.0
3908,Prohaska-Kuhic ,Acycpex,836400.0
2589,Koss   ,Enzastryl,835848.0
210,Beier  ,Diprolimus,835612.0
221,Beier  ,Ergomethate,834728.0
4562,Rohan and Sons  ,Amcibax Amcikeran,831633.0
2792,Kozey-Emmerich ,Brimorix Amonine,831422.0
1422,Erdman  ,Thionide,831228.0
5832,Stehr-Champlin  ,Testant,831064.0
4720,Rohan and Sons  ,Sevotrana Tiafoxin,830760.0
5465,Smith Inc ,Darlofen,829726.0
3587,Lockman  ,Exexone,829330.0
4605,Rohan and Sons  ,Cyclovital,829325.0
4816,Romaguera-Fay  ,Argalazine Abostryl,828960.0
4056,Prohaska-Kuhic ,Morphizolid Tianalin,828072.0
4682,Rohan and Sons  ,Morphizolid Tianalin,827330.0
5914,Welch-Langworth ,Arivac,827253.0
1189,Daugherty-Rempel  ,Travosoline Capolac,824110.0
152,Beier  ,Alpharolac,824018.0
928,Crist Inc ,Sumanazole,823653.0
1715,Gleason   ,Algluconium Dorzofoxin,823628.0
1188,Daugherty-Rempel  ,Travoloride,823465.0
314,Beier  ,Sevotrana Tiafoxin,823400.0
269,Beier  ,Malavirine Alimdine,821457.0
4552,Rohan and Sons  ,Alemtuvatol Megalinum,821128.0
1473,Gerlach LLC ,Aldevac,821028.0
3528,Lockman  ,Antaparin Varizyme,820800.0
2138,Gottlieb-Cruickshank  ,Trazobalamin,818388.0
4652,Rohan and Sons  ,Interfeferon Aspipex,817856.0
1883,Gleason   ,Temasone Thiobucil,817472.0
5781,Stehr-Champlin  ,Nevanide Actozide,817061.0
2016,Gottlieb-Cruickshank  ,Epzipitant,816122.0
2288,Graham and Sons ,Trazozaprine,814200.0
4088,Prohaska-Kuhic ,Robapril,813588.0
5975,Welch-Langworth ,Fosinofen,813505.0
202,Beier  ,Darlofen,812416.0
3654,Lockman  ,Primatate Univatol,811840.0
5954,Welch-Langworth ,Diprotaine,810264.0
1074,Daugherty-Rempel  ,Fentalac,810198.0
1775,Gleason   ,Dexmeprazole Transnuvia,810000.0
5976,Welch-Langworth ,Ganineva Agenium,809250.0
2659,Koss   ,Pitodomide,808824.0
117,Beier  ,Abatatriptan,808038.0
6025,Welch-Langworth ,Palodizem,807417.0
301,Beier  ,Ranediol,806812.0
6000,Welch-Langworth ,Lacoplex Hyaluvance,806610.0
120,Beier  ,Abranatal Lysoprosate,806304.0
5637,Stehr-Champlin  ,Adtiza Gammaluble,805916.0
4867,Romaguera-Fay  ,Exexone,805430.0
5978,Welch-Langworth ,Halciramine,805321.0
3621,Lockman  ,Kiovax Tercorolac,805030.0
3291,Lindgren-Simonis Pharm,Antilamin Clinbital,800784.0
4687,Rohan and Sons  ,Oxymotroban Fexoformin,800126.0
4922,Romaguera-Fay  ,Nevanide Actozide,800055.0
726,Crist Inc ,Abatatriptan,799876.0
5911,Welch-Langworth ,Aquamycin Lacoran,799710.0
1854,Gleason   ,Pulmogen Alitora,799045.0
211,Beier  ,Diprotaine,798816.0
5676,Stehr-Champlin  ,Aspinavir Silovance,798795.0
6030,Welch-Langworth ,Pentastrin,795697.0
4931,Romaguera-Fay  ,Pentastrin,795697.0
187,Beier  ,Choriotrisin,793122.0
134,Beier  ,Adtiza Gammaluble,792808.0
6016,Welch-Langworth ,Metapatch,791466.0
3956,Prohaska-Kuhic ,Belavarix Benzabicin,791240.0
1905,Gleason   ,Xenaderal,791184.0
5936,Welch-Langworth ,Clinolan Pitoletra,789620.0
4620,Rohan and Sons  ,Doxivorin,789480.0
5605,Smith Inc ,Trazobalamin,789432.0
5752,Stehr-Champlin  ,Invisteride Diclomycin,788740.0
317,Beier  ,Spiroderall,787518.0
155,Beier  ,Amavirase,787479.0
5627,Stehr-Champlin  ,Aciprex,786849.0
1144,Daugherty-Rempel  ,Pulmodiol Adalaxime,786500.0
5934,Welch-Langworth ,Clindaracil,783344.0
3031,Lesch   ,Adtiza Gammaluble,782864.0
1126,Daugherty-Rempel  ,Nevanide Actozide,781503.0
1880,Gleason   ,Symdocet,780200.0
5711,Stehr-Champlin  ,Diaxolol,778770.0
6006,Welch-Langworth ,Lovapur,778563.0
114,Bashirian-Kassulke  ,Victomine,775500.0
5589,Smith Inc ,Tacrodomide,774060.0
296,Beier  ,Pulmodiol Adalaxime,773795.0
5512,Smith Inc ,Invisteride Diclomycin,773372.0
1762,Gleason   ,Cogxone Levanide,772436.0
4746,Rohan and Sons  ,Travoloride,770870.0
1878,Gleason   ,Symbisine Prednimadin,769728.0
4136,Prohaska-Kuhic ,Zyvance,769063.0
653,Cassin  ,Paronium Atracustone,767970.0
2560,Koss   ,Claricriptine Adaferol,766590.0
1147,Daugherty-Rempel  ,Quiniprosyn,766290.0
336,Beier  ,Topifribrate,765693.0
5728,Stehr-Champlin  ,Factolamide,765555.0
4038,Prohaska-Kuhic ,Lactubucil,765180.0
5652,Stehr-Champlin  ,Alimmethate Insudase,763776.0
4570,Rohan and Sons  ,Antilamin Clinbital,763600.0
126,Beier  ,Acubulin,763420.0
693,Cassin  ,Symdocet,762810.0
1210,Erdman  ,Acantaine,762498.0
246,Beier  ,Interfeferon Aspipex,762112.0
3560,Lockman  ,Comzyme,759924.0
816,Crist Inc ,Diaxolol,759645.0
5392,Smith Inc ,Adalatamine,759064.0
3517,Lockman  ,Alpharolac,756860.0
5826,Stehr-Champlin  ,Symbitrim,756832.0
6059,Welch-Langworth ,Solasteride,756600.0
5843,Stehr-Champlin  ,Travoloride,755955.0
4668,Rohan and Sons  ,Liomulin,755090.0
6082,Welch-Langworth ,Tracdomide,754596.0
5697,Stehr-Champlin  ,Cogxone Levanide,752542.0
4055,Prohaska-Kuhic ,Microroban Afatigomar,752372.0
4711,Rohan and Sons  ,Relenvice,752301.0
5729,Stehr-Champlin  ,Fentalac,752106.0
1526,Gerlach LLC ,Cricane Acamsumab,751819.2
5770,Stehr-Champlin  ,Magnemunex,751699.0
1814,Gleason   ,Kinenadryl,750720.0
646,Cassin  ,Neuropogen Empibax,750200.0
2516,Koss   ,Aldevac,750048.0
1803,Gleason   ,Imiderm Vibranovate,748800.0
1867,Gleason   ,Saprodeine Zanprosyn,748200.0
3916,Prohaska-Kuhic ,Afinitasol,747604.0
1101,Daugherty-Rempel  ,Kinenadryl,746810.0
181,Beier  ,Brimorix Amonine,746648.0
4103,Prohaska-Kuhic ,Symbitrim,746112.0
1689,Gleason   ,Abtasol,744952.0
5488,Smith Inc ,Factolamide,744510.0
4744,Rohan and Sons  ,Topitaine,744480.0
3850,Nader-Gaylord  ,Pulmogen Alitora,744050.0
2804,Kozey-Emmerich ,Clinolan Pitoletra,743600.0
4553,Rohan and Sons  ,Algluconium Dorzofoxin,743587.0
5820,Stehr-Champlin  ,Spiroderall,743114.0
201,Beier  ,Dantolac Pazocor,742152.0
5131,Schaefer LLC ,Lovavatol Azelavarix,742000.0
1159,Daugherty-Rempel  ,Saprodeine Zanprosyn,741965.0
2799,Kozey-Emmerich ,Ciclonazol,741246.0
4063,Prohaska-Kuhic ,Panpion,740440.0
634,Cassin  ,Lovephilus,739140.0
5583,Smith Inc ,Sumanazole,739013.0
249,Beier  ,Invisteride Diclomycin,738116.0
5749,Stehr-Champlin  ,Interfeferon Aspipex,737152.0
5833,Stehr-Champlin  ,Tetalamide,734440.0
5443,Smith Inc ,Biotasol Siloderm,734437.0
3709,Lockman  ,Victomax,733894.0
2963,Kozey-Emmerich ,Zithrotrol,733087.0
5570,Smith Inc ,Ribabyclor,733047.0
4300,Rohan   ,Adriafinil Ehtymara,732950.0
3566,Lockman  ,Dantolac Pazocor,729436.0
5743,Stehr-Champlin  ,Ibrulinum,725230.0
1034,Daugherty-Rempel  ,Choriogestrel,724883.0
5685,Stehr-Champlin  ,Ceftatana Serolamide,724710.0
5457,Smith Inc ,Cogxone Levanide,724416.0
5924,Welch-Langworth ,Brimorix Amonine,723564.0
5842,Stehr-Champlin  ,Tracdomide,722264.0
5558,Smith Inc ,Propratecan,722238.0
5904,Welch-Langworth ,Androporin,720287.0
5499,Smith Inc ,Hemavate Spirolinum,719460.0
689,Cassin  ,Sumanazole,719440.0
604,Cassin  ,Halciramine,718204.0
4014,Prohaska-Kuhic ,Halcifergen Nevazone,717810.0
5519,Smith Inc ,Kiovax Tercorolac,717668.0
1087,Daugherty-Rempel  ,Ibruferon,717500.0
1697,Gleason   ,Adalatamine,714600.0
4684,Rohan and Sons  ,Nevanide Actozide,714252.0
4571,Rohan and Sons  ,Aprerase,713658.0
4120,Prohaska-Kuhic ,Travoloride,713565.0
867,Crist Inc ,Lansopril Acribax,713400.0
1096,Daugherty-Rempel  ,Interzide,712320.0
5768,Stehr-Champlin  ,Lovephilus,711786.0
165,Beier  ,Aprerase,711480.0
1780,Gleason   ,Docstryl Rivacin,710100.0
5812,Stehr-Champlin  ,Rositroban,708994.0
1892,Gleason   ,Topifribrate,707940.0
5877,Welch-Langworth ,Adtiza Gammaluble,707832.0
1817,Gleason   ,Kiovax Tercorolac,707560.0
3923,Prohaska-Kuhic ,Albudazole Erobloc,707128.0
2902,Kozey-Emmerich ,Primatate Univatol,707092.0
991,Daugherty-Rempel  ,Albudazole Erobloc,706565.0
3884,Nader-Gaylord  ,Trazozaprine,705168.0
4621,Rohan and Sons  ,Duraprazole Agalsixolol,705000.0
1904,Gleason   ,Victomine,705000.0
4862,Romaguera-Fay  ,Effigine Propraprex,704990.0
989,Daugherty-Rempel  ,Aggretisol,704256.0
1195,Daugherty-Rempel  ,Victomax,703990.0
1130,Daugherty-Rempel  ,Palodizem,703902.0
1091,Daugherty-Rempel  ,Immurenol Temarate,703869.0
5786,Stehr-Champlin  ,Panpion,703072.0
5440,Smith Inc ,Benzoprox,702900.0
4050,Prohaska-Kuhic ,Malaxolol Aeroprosyn,702800.0
142,Beier  ,Alarudin Azarolac,701946.0
2859,Kozey-Emmerich ,Interzide,698040.0
1081,Daugherty-Rempel  ,Ganineva Agenium,694980.0
772,Crist Inc ,Antilamin Clinbital,693880.0
5529,Smith Inc ,Lovepion,693056.0
1403,Erdman  ,Sodinel Olofribrate,692650.0
1228,Erdman  ,Aggrakine,692639.0
2181,Graham and Sons ,Aquamycin Lacoran,690345.0
5523,Smith Inc ,Lansostral Acgestin,687819.0
253,Beier  ,Kinenadryl,686596.0
209,Beier  ,Diazemid Felcept,686560.0
4677,Rohan and Sons  ,Megenorphine,685008.0
3527,Lockman  ,Angioparin Brimosumab,684046.0
5412,Smith Inc ,Alimmethate Insudase,683280.0
4812,Romaguera-Fay  ,Apromin,682875.0
3815,Nader-Gaylord  ,Insozyme,682510.0
5968,Welch-Langworth ,Factolamide,680340.0
5755,Stehr-Champlin  ,Ketastadil,679833.0
3996,Prohaska-Kuhic ,Effidomide Evofribrate,679320.0
5646,Stehr-Champlin  ,Albudazole Erobloc,678978.0
2842,Kozey-Emmerich ,Formolovir Amanferon,678814.0
5670,Stehr-Champlin  ,Apronazol,678736.0
3558,Lockman  ,Clinolan Pitoletra,678600.0
4118,Prohaska-Kuhic ,Topitaine,677787.0
2967,Kozey-Emmerich ,Zyvance,677331.0
1783,Gleason   ,Effidomide Evofribrate,676872.0
266,Beier  ,Lovepion,675648.0
125,Beier  ,Aclonuma,675450.0
966,Daugherty-Rempel  ,Abilovir Aprotasol,675190.0
6089,Welch-Langworth ,Vibratosine Alemtrace,674921.0
6062,Welch-Langworth ,Sucprine Specbalamin,673764.0
3839,Nader-Gaylord  ,Nevanide Actozide,672510.0
2747,Kozey-Emmerich ,Afinitasol,672100.0
130,Beier  ,Adideine,671898.0
5616,Smith Inc ,Zonitonin,670810.0
1056,Daugherty-Rempel  ,Diaxolol,670140.0
1014,Daugherty-Rempel  ,Apromin,670125.0
5895,Welch-Langworth ,Alpharolac,669448.0
339,Beier  ,Tracdomide,668560.0
5835,Stehr-Champlin  ,Thalilamide,667890.0
2774,Kozey-Emmerich ,Antaparin Varizyme,667413.0
1176,Daugherty-Rempel  ,Tesnorphine Silotamine,667029.0
1888,Gleason   ,Thalilamide,666660.0
177,Beier  ,Benzoprox,666548.0
275,Beier  ,Microroban Afatigomar,666332.0
5673,Stehr-Champlin  ,Argalazine Abostryl,666308.0
124,Beier  ,Aciprex,666022.0
5879,Welch-Langworth ,Afinitasol,663806.0
169,Beier  ,Araxetine,663300.0
659,Cassin  ,Primapion,663216.0
1110,Daugherty-Rempel  ,Liomulin,659540.0
1754,Gleason   ,Choriogestrel,659300.0
5641,Stehr-Champlin  ,Afretosine,658116.0
1030,Daugherty-Rempel  ,Ceftatana Serolamide,658070.0
5575,Smith Inc ,Secrelazine Insonamic,657912.0
1820,Gleason   ,Lansopril Acribax,655344.0
4743,Rohan and Sons  ,Topipizole,654672.0
6005,Welch-Langworth ,Liomulin,654640.0
1016,Daugherty-Rempel  ,Aquamycin Lacoran,654465.0
196,Beier  ,Cordamectin Actolamin,653627.0
3603,Lockman  ,Hydroxyprosyn,653400.0
972,Daugherty-Rempel  ,Aciprex,652971.0
64,Bashirian-Kassulke  ,Lioletine Refliruvax,652935.0
1792,Gleason   ,Fentalac,651990.0
30,Bashirian-Kassulke  ,Betanem,651937.0
5756,Stehr-Champlin  ,Kinenadryl,651406.0
277,Beier  ,Neuropogen Empibax,650375.0
4983,Romaguera-Fay  ,Tracdomide,649928.0
5601,Smith Inc ,Topitaine,649869.0
1137,Daugherty-Rempel  ,Presetron,649512.0
1983,Gottlieb-Cruickshank  ,Choriotrisin,649509.0
4113,Prohaska-Kuhic ,Theopril,648960.0
5829,Stehr-Champlin  ,Tacrodomide,647220.0
4647,Rohan and Sons  ,Imiderm Vibranovate,647010.0
543,Cassin  ,Atomorelin,646575.0
5912,Welch-Langworth ,Araxetine,645750.0
881,Crist Inc ,Metapatch,645612.0
4818,Romaguera-Fay  ,Asparathasone Unipan,645354.0
5704,Stehr-Champlin  ,Dantolac Pazocor,644470.0
1826,Gleason   ,Lovepion,641920.0
4778,Romaguera-Fay  ,Adriacaine,639692.0
5441,Smith Inc ,Betanem,639106.0
1736,Gleason   ,Aquamycin Lacoran,637905.0
1333,Erdman  ,Interfedox Pilobamol,637796.0
2930,Kozey-Emmerich ,Sucprine Specbalamin,636454.0
4755,Rohan and Sons  ,Xenaderal,636306.0
1841,Gleason   ,Palodizem,635763.0
5702,Stehr-Champlin  ,Cyclovital,635026.0
1177,Daugherty-Rempel  ,Testant,634400.0
4765,Romaguera-Fay  ,Abobozolid,633375.0
6017,Welch-Langworth ,Methiclotide,632498.0
5860,Welch-Langworth ,Abatatriptan,630700.0
265,Beier  ,Lovephilus,630306.0
5009,Schaefer LLC ,Acubulin,627690.0
259,Beier  ,Lansopril Acribax,627300.0
2502,Koss   ,Adrecetam Barazoxane,626880.0
5466,Smith Inc ,Dasagestin,625706.0
5918,Welch-Langworth ,Atrabicin Alkerotec,624492.0
3979,Prohaska-Kuhic ,Cyclovital,624194.0
2839,Kozey-Emmerich ,Feruprazole,624105.0
5739,Stehr-Champlin  ,Hemavate Spirolinum,623490.0
5522,Smith Inc ,Lansopril Acribax,623364.0
1029,Daugherty-Rempel  ,Brimorix Amonine,622074.0
4085,Prohaska-Kuhic ,Relenvice,621945.0
1055,Daugherty-Rempel  ,Dexmeprazole Transnuvia,621000.0
5658,Stehr-Champlin  ,Amavirase,620925.0
6073,Welch-Langworth ,Tetalamide,620920.0
4418,Rohan   ,Ketastadil,620319.0
6065,Welch-Langworth ,Symbisine Prednimadin,620160.0
5773,Stehr-Champlin  ,Malaxolol Aeroprosyn,619468.0
6084,Welch-Langworth ,Travosoline Capolac,618540.0
1009,Daugherty-Rempel  ,Androporin,618142.0
5754,Stehr-Champlin  ,Ketamara Evogel,617408.0
620,Cassin  ,Ketamara Evogel,617408.0
1025,Daugherty-Rempel  ,Benzoprox,617132.0
3533,Lockman  ,Aquamycin Lacoran,615825.0
133,Beier  ,Adriafinil Ehtymara,615250.0
3875,Nader-Gaylord  ,Theopril,614400.0
1155,Daugherty-Rempel  ,Ribabyclor,612983.0
5687,Stehr-Champlin  ,Cephozumab Synmethate,612864.0
5650,Stehr-Champlin  ,Algluconium Dorzofoxin,612222.0
759,Crist Inc ,Allomenda,611185.0
5386,Smith Inc ,Acelimus,610974.0
4921,Romaguera-Fay  ,Neuropogen Empibax,610445.0
7,Bashirian-Kassulke  ,Adriafinil Ehtymara,609900.0
4399,Rohan   ,Ganineva Agenium,608790.0
4555,Rohan and Sons  ,Alimmethate Insudase,608400.0
5165,Schaefer LLC ,Ranediol,607916.0
306,Beier  ,Requimadin,607512.0
1018,Daugherty-Rempel  ,Argalazine Abostryl,607276.0
1828,Gleason   ,Magneprex,607002.0
178,Beier  ,Betanem,605501.0
166,Beier  ,Apromin,605250.0
1864,Gleason   ,Robapril,605208.0
2113,Gottlieb-Cruickshank  ,Spiroderall,604678.0
6045,Welch-Langworth ,Raparidol,604384.0
4097,Prohaska-Kuhic ,Spiroderall,604025.0
3590,Lockman  ,Factolamide,603750.0
4539,Rohan and Sons  ,Adriafinil Ehtymara,602410.0
3561,Lockman  ,Cordamectin Actolamin,601880.0
883,Crist Inc ,Microroban Afatigomar,599890.0
856,Crist Inc ,Interzide,599760.0
458,Carter-Conn  ,Secrelazine Insonamic,599616.0
6018,Welch-Langworth ,Microroban Afatigomar,598934.0
4854,Romaguera-Fay  ,Diazemid Felcept,598288.0
3900,Prohaska-Kuhic ,Abranatal Lysoprosate,597237.0
4069,Prohaska-Kuhic ,Presetron,597024.0
770,Crist Inc ,Angioparin Brimosumab,596750.0
6066,Welch-Langworth ,Symbitrim,596032.0
5850,Stehr-Champlin  ,Victomax,594965.0
129,Beier  ,Adalatamine,594706.0
4524,Rohan and Sons  ,Abilovir Aprotasol,594221.0
4962,Romaguera-Fay  ,Stelazolid,593271.0
3526,Lockman  ,Androporin,593100.0
5857,Stehr-Champlin  ,Zonixamine Immulinum,593020.0
5776,Stehr-Champlin  ,Metapatch,592614.0
4685,Rohan and Sons  ,Nisorase,592251.0
5719,Stehr-Champlin  ,Effidomide Evofribrate,591804.0
5273,Schuppe Inc ,Decidenu Galantrigine,590000.0
1054,Daugherty-Rempel  ,Dexmebital Acanplan,589220.0
4533,Rohan and Sons  ,Acycnafine Microvate,588910.0
5828,Stehr-Champlin  ,Syntheruvax Proracin,588756.0
1810,Gleason   ,Invisteride Diclomycin,588504.0
5986,Welch-Langworth ,Immurenol Temarate,588426.0
1073,Daugherty-Rempel  ,Factolamide,588225.0
5656,Stehr-Champlin  ,Alpradipine,586510.0
3981,Prohaska-Kuhic ,Dantolac Pazocor,586092.0
5464,Smith Inc ,Dantolac Pazocor,586092.0
3023,Lesch   ,Acubulin,585060.0
4712,Rohan and Sons  ,Requimadin,584256.0
5482,Smith Inc ,Eproline,584220.0
4907,Romaguera-Fay  ,Lovapur,584060.0
5905,Welch-Langworth ,Angioparin Brimosumab,583110.0
5707,Stehr-Champlin  ,Decidenu Galantrigine,582920.0
1943,Gottlieb-Cruickshank  ,Algluconium Dorzofoxin,582894.0
5624,Stehr-Champlin  ,Abtasol,582842.0
1095,Daugherty-Rempel  ,Interfestar,582242.0
5807,Stehr-Champlin  ,Relenstrel Exurabine,581728.0
5881,Welch-Langworth ,Afretosine,580952.0
3713,Lockman  ,Zarostral,578241.0
5996,Welch-Langworth ,Kinenadryl,577898.0
5875,Welch-Langworth ,Adriacaine,577239.0
3685,Lockman  ,Symbitrim,576736.0
77,Bashirian-Kassulke  ,Novakyn Tracprox,576000.0
3691,Lockman  ,Testant,575840.0
4534,Rohan and Sons  ,Acycpex,575790.0
151,Beier  ,Allomenda,575634.0
5989,Welch-Langworth ,Interfeferon Aspipex,575328.0
5552,Smith Inc ,Presetron,575208.0
5524,Smith Inc ,Lioletine Refliruvax,574635.0
540,Cassin  ,Arivac,574371.0
4856,Romaguera-Fay  ,Diprotaine,573672.0
1963,Gottlieb-Cruickshank  ,Apronazol,573480.0
2195,Graham and Sons ,Choriotrisin,573270.0
5763,Stehr-Champlin  ,Lansostral Acgestin,573078.0
4760,Rohan and Sons  ,Zonixamine Immulinum,573054.0
5899,Welch-Langworth ,Amcibax Amcikeran,572605.0
644,Cassin  ,Microroban Afatigomar,571210.0
1198,Daugherty-Rempel  ,Xenaminphen,570765.0
5619,Smith Inc ,Zyvance,568803.0
1835,Gleason   ,Microroban Afatigomar,568342.0
3904,Prohaska-Kuhic ,Aciprex,567508.0
4077,Prohaska-Kuhic ,Pulmofine,566912.0
5610,Smith Inc ,Victomax,565684.0
3518,Lockman  ,Alpradipine,564260.0
4041,Prohaska-Kuhic ,Lioletine Refliruvax,564195.0
1692,Gleason   ,Aciprex,564140.0
3909,Prohaska-Kuhic ,Adalatamine,563740.0
81,Bashirian-Kassulke  ,Primatate Univatol,562784.0
577,Cassin  ,Diaxolol,562275.0
4875,Romaguera-Fay  ,Flutacerol,561730.0
4133,Prohaska-Kuhic ,Zonitonin,561512.0
2733,Kozey-Emmerich ,Acantaine,561462.0
4797,Romaguera-Fay  ,Allomenda,559563.0
3488,Lockman  ,Acelimus,559500.0
5667,Stehr-Champlin  ,Antilamin Clinbital,559088.0
5410,Smith Inc ,Algluconium Dorzofoxin,559065.0
5722,Stehr-Champlin  ,Eproline,558480.0
1742,Gleason   ,Atomorelin,557775.0
338,Beier  ,Topitaine,556809.0
3679,Lockman  ,Spiroderall,556356.0
4047,Prohaska-Kuhic ,Magnemunex,556023.0
1070,Daugherty-Rempel  ,Exexone,555914.0
5547,Smith Inc ,Paronium Atracustone,555174.0
3929,Prohaska-Kuhic ,Alimmethate Insudase,554736.0
3620,Lockman  ,Kinovatol,554630.0
270,Beier  ,Malaxolol Aeroprosyn,554208.0
2965,Kozey-Emmerich ,Zonixamine Immulinum,553684.0
5425,Smith Inc ,Angioparin Brimosumab,553102.0
3898,Prohaska-Kuhic ,Abilovir Aprotasol,551719.0
5717,Stehr-Champlin  ,Doxivorin,551604.0
5483,Smith Inc ,Epzipitant,551602.0
5884,Welch-Langworth ,Aggretisol,551248.0
3536,Lockman  ,Arivac,549423.0
4795,Romaguera-Fay  ,Alimmethate Insudase,549120.0
2030,Gottlieb-Cruickshank  ,Halcifergen Nevazone,548120.0
353,Beier  ,Zonitonin,548044.0
576,Cassin  ,Dexmeprazole Transnuvia,547740.0
1146,Daugherty-Rempel  ,Pulmogen Alitora,546715.0
244,Beier  ,Insozyme,545615.0
6046,Welch-Langworth ,Rebedase Aplencor,545580.0
4184,Rogahn-Klein ,Cephozumab Synmethate,545280.0
4878,Romaguera-Fay  ,Ganineva Agenium,545220.0
4575,Rohan and Sons  ,Araxetine,544950.0
5759,Stehr-Champlin  ,Kiovax Tercorolac,544388.0
666,Cassin  ,Pulmofine,544208.0
5745,Stehr-Champlin  ,Imiformin Transmunex,543600.0
4654,Rohan and Sons  ,Interzide,543060.0
4013,Prohaska-Kuhic ,Ganineva Agenium,542880.0
5333,Schuppe Inc ,Primapion,541200.0
2167,Graham and Sons ,Albudazole Erobloc,540480.0
273,Beier  ,Metapatch,540054.0
1916,Gottlieb-Cruickshank  ,Abranatal Lysoprosate,540033.0
5778,Stehr-Champlin  ,Microroban Afatigomar,539662.0
2917,Kozey-Emmerich ,Requimadin,539376.0
281,Beier  ,Oxymotroban Fexoformin,538150.0
5628,Stehr-Champlin  ,Aclonuma,537990.0
4045,Prohaska-Kuhic ,Lovephilus,537768.0
2835,Kozey-Emmerich ,Factofribrate,537768.0
4360,Rohan   ,Cogxone Levanide,537138.0
5043,Schaefer LLC ,Antilamin Clinbital,536512.0
238,Beier  ,Hydroxyprosyn,536360.0
4110,Prohaska-Kuhic ,Tetalamide,535780.0
44,Bashirian-Kassulke  ,Duraprazole Agalsixolol,535125.0
1745,Gleason   ,Benzoprox,534488.0
4693,Rohan and Sons  ,Pentastrin,534275.0
1135,Daugherty-Rempel  ,Pentastrin,534275.0
235,Beier  ,Halciramine,534154.0
4453,Rohan   ,Pentastrin,533778.0
632,Cassin  ,Lovapur,532266.0
5486,Smith Inc ,Exotropin Empizine,530660.0
